ds,category,sub_category,y
2014-08-27,Office Supplies,Art,9
2014-08-27,Office Supplies,Binders,23
2014-08-27,Office Supplies,Paper,13
2014-08-27,Technology,Phones,793
2014-08-29,Furniture,Tables,174
2014-08-29,Office Supplies,Binders,505
2014-08-29,Office Supplies,Envelopes,30
2014-08-29,Office Supplies,Paper,123
2014-08-30,Office Supplies,Binders,25
2014-08-30,Office Supplies,Storage,96
2014-08-31,Technology,Accessories,93
2014-09-01,Office Supplies,Art,54
2014-09-01,Office Supplies,Binders,28
2014-09-01,Office Supplies,Paper,31
2014-09-01,Technology,Accessories,357
2014-09-02,Furniture,Furnishings,71
2014-09-02,Office Supplies,Appliances,20
2014-09-02,Office Supplies,Art,79
2014-09-02,Office Supplies,Binders,1794
2014-09-02,Office Supplies,Paper,15
2014-09-02,Technology,Accessories,716
2014-09-02,Technology,Machines,560
2014-09-03,Office Supplies,Binders,8
2014-09-03,Office Supplies,Labels,14
2014-09-05,Furniture,Furnishings,32
2014-09-05,Office Supplies,Storage,264
2014-09-06,Furniture,Furnishings,42
2014-09-06,Office Supplies,Labels,58
2014-09-07,Furniture,Chairs,162
2014-09-07,Furniture,Furnishings,922
2014-09-07,Furniture,Tables,631
2014-09-07,Office Supplies,Art,22
2014-09-07,Office Supplies,Binders,471
2014-09-07,Office Supplies,Fasteners,13
2014-09-07,Office Supplies,Paper,34
2014-09-07,Office Supplies,Storage,85
2014-09-07,Office Supplies,Supplies,27
2014-09-07,Technology,Accessories,47
2014-09-07,Technology,Machines,400
2014-09-07,Technology,Phones,712
2014-09-08,Furniture,Chairs,3856
2014-09-08,Office Supplies,Appliances,252
2014-09-08,Office Supplies,Art,356
2014-09-08,Office Supplies,Binders,60
2014-09-08,Office Supplies,Fasteners,49
2014-09-08,Office Supplies,Paper,200
2014-09-08,Office Supplies,Storage,777
2014-09-08,Technology,Accessories,167
2014-09-08,Technology,Machines,8370
2014-09-08,Technology,Phones,144
2014-09-09,Furniture,Chairs,786
2014-09-09,Furniture,Furnishings,78
2014-09-09,Office Supplies,Art,31
2014-09-09,Office Supplies,Labels,104
2014-09-09,Office Supplies,Paper,219
2014-09-09,Office Supplies,Storage,1326
2014-09-09,Technology,Accessories,65
2014-09-09,Technology,Machines,1300
2014-09-09,Technology,Phones,136
2014-09-10,Furniture,Chairs,1487
2014-09-10,Furniture,Furnishings,255
2014-09-10,Office Supplies,Appliances,82
2014-09-10,Office Supplies,Binders,10
2014-09-10,Office Supplies,Envelopes,22
2014-09-11,Furniture,Furnishings,128
2014-09-12,Furniture,Chairs,3785
2014-09-12,Furniture,Furnishings,41
2014-09-12,Office Supplies,Appliances,167
2014-09-12,Office Supplies,Binders,401
2014-09-12,Office Supplies,Paper,10
2014-09-12,Office Supplies,Supplies,358
2014-09-12,Technology,Accessories,72
2014-09-12,Technology,Machines,70
2014-09-13,Furniture,Chairs,340
2014-09-13,Furniture,Furnishings,14
2014-09-13,Office Supplies,Appliances,23
2014-09-13,Office Supplies,Art,5
2014-09-13,Office Supplies,Binders,22
2014-09-13,Office Supplies,Fasteners,6
2014-09-13,Office Supplies,Paper,65
2014-09-13,Office Supplies,Storage,79
2014-09-13,Office Supplies,Supplies,7
2014-09-13,Technology,Accessories,715
2014-09-14,Furniture,Furnishings,165
2014-09-14,Furniture,Tables,464
2014-09-14,Office Supplies,Appliances,666
2014-09-14,Office Supplies,Binders,16
2014-09-14,Office Supplies,Envelopes,79
2014-09-14,Office Supplies,Fasteners,6
2014-09-14,Office Supplies,Labels,20
2014-09-14,Office Supplies,Paper,52
2014-09-14,Office Supplies,Storage,449
2014-09-14,Technology,Machines,2800
2014-09-14,Technology,Phones,305
2014-09-15,Furniture,Furnishings,119
2014-09-15,Office Supplies,Paper,15
2014-09-16,Office Supplies,Binders,34
2014-09-17,Furniture,Furnishings,35
2014-09-17,Office Supplies,Art,43
2014-09-17,Office Supplies,Binders,143
2014-09-17,Office Supplies,Envelopes,183
2014-09-17,Office Supplies,Paper,194
2014-09-17,Office Supplies,Storage,88
2014-09-17,Technology,Accessories,104
2014-09-17,Technology,Machines,30
2014-09-19,Furniture,Chairs,887
2014-09-19,Furniture,Tables,74
2014-09-19,Office Supplies,Fasteners,13
2014-09-19,Office Supplies,Storage,160
2014-09-19,Technology,Machines,8205
2014-09-20,Furniture,Bookcases,1658
2014-09-20,Furniture,Chairs,632
2014-09-20,Furniture,Furnishings,164
2014-09-20,Furniture,Tables,618
2014-09-20,Office Supplies,Appliances,75
2014-09-20,Office Supplies,Art,3
2014-09-20,Office Supplies,Binders,20
2014-09-20,Office Supplies,Labels,85
2014-09-20,Office Supplies,Paper,31
2014-09-20,Technology,Accessories,60
2014-09-20,Technology,Phones,1991
2014-09-21,Furniture,Furnishings,9
2014-09-21,Office Supplies,Appliances,62
2014-09-21,Office Supplies,Art,126
2014-09-21,Office Supplies,Binders,7
2014-09-21,Office Supplies,Envelopes,94
2014-09-21,Office Supplies,Labels,21
2014-09-21,Office Supplies,Paper,75
2014-09-21,Technology,Copiers,1800
2014-09-21,Technology,Phones,486
2014-09-22,Furniture,Chairs,580
2014-09-22,Furniture,Furnishings,97
2014-09-22,Office Supplies,Art,13
2014-09-22,Office Supplies,Binders,4
2014-09-22,Office Supplies,Labels,5
2014-09-22,Office Supplies,Storage,542
2014-09-23,Furniture,Bookcases,436
2014-09-23,Office Supplies,Art,10
2014-09-23,Office Supplies,Binders,9665
2014-09-23,Office Supplies,Paper,61
2014-09-23,Office Supplies,Storage,405
2014-09-23,Technology,Phones,84
2014-09-24,Office Supplies,Storage,212
2014-09-25,Furniture,Bookcases,301
2014-09-25,Office Supplies,Art,15
2014-09-25,Office Supplies,Binders,3
2014-09-25,Office Supplies,Envelopes,3
2014-09-25,Office Supplies,Paper,34
2014-09-26,Furniture,Chairs,732
2014-09-26,Furniture,Furnishings,21
2014-09-26,Office Supplies,Appliances,202
2014-09-26,Office Supplies,Binders,882
2014-09-26,Office Supplies,Paper,52
2014-09-26,Office Supplies,Storage,310
2014-09-26,Technology,Accessories,157
2014-09-27,Furniture,Chairs,604
2014-09-27,Furniture,Furnishings,88
2014-09-27,Office Supplies,Paper,82
2014-09-28,Furniture,Furnishings,337
2014-09-28,Office Supplies,Paper,107
2014-09-28,Office Supplies,Storage,46
2014-09-29,Furniture,Furnishings,328
2014-09-29,Furniture,Tables,2825
2014-09-29,Office Supplies,Art,4
2014-09-29,Office Supplies,Binders,10
2014-09-29,Office Supplies,Fasteners,9
2014-09-29,Office Supplies,Labels,74
2014-09-29,Office Supplies,Paper,105
2014-09-29,Office Supplies,Storage,4068
2014-09-29,Technology,Machines,686
2014-09-30,Furniture,Furnishings,15
2014-09-30,Office Supplies,Appliances,864
2014-09-30,Office Supplies,Binders,43
2014-09-30,Office Supplies,Paper,65
2014-10-01,Office Supplies,Fasteners,5
2014-10-02,Office Supplies,Envelopes,13
2014-10-02,Office Supplies,Fasteners,5
2014-10-02,Office Supplies,Paper,9
2014-10-02,Office Supplies,Supplies,15
2014-10-02,Technology,Accessories,7
2014-10-02,Technology,Phones,548
2014-10-03,Furniture,Chairs,380
2014-10-03,Furniture,Furnishings,32
2014-10-03,Furniture,Tables,143
2014-10-03,Office Supplies,Art,62
2014-10-03,Office Supplies,Binders,2
2014-10-03,Office Supplies,Envelopes,14
2014-10-03,Office Supplies,Fasteners,19
2014-10-03,Office Supplies,Labels,5
2014-10-03,Office Supplies,Storage,62
2014-10-03,Technology,Accessories,142
2014-10-04,Furniture,Chairs,589
2014-10-04,Office Supplies,Binders,96
2014-10-04,Office Supplies,Labels,43
2014-10-05,Office Supplies,Appliances,92
2014-10-05,Technology,Accessories,100
2014-10-06,Office Supplies,Binders,15
2014-10-06,Office Supplies,Storage,470
2014-10-06,Technology,Accessories,9
2014-10-07,Furniture,Furnishings,130
2014-10-07,Office Supplies,Storage,107
2014-10-08,Office Supplies,Paper,124
2014-10-08,Technology,Accessories,23
2014-10-09,Office Supplies,Art,145
2014-10-09,Office Supplies,Paper,89
2014-10-09,Technology,Phones,16
2014-10-10,Furniture,Chairs,122
2014-10-10,Furniture,Furnishings,47
2014-10-10,Office Supplies,Art,256
2014-10-10,Office Supplies,Binders,928
2014-10-10,Office Supplies,Envelopes,15
2014-10-10,Technology,Machines,102
2014-10-10,Technology,Phones,1476
2014-10-11,Furniture,Chairs,434
2014-10-11,Furniture,Furnishings,72
2014-10-11,Office Supplies,Envelopes,209
2014-10-11,Office Supplies,Labels,7
2014-10-11,Office Supplies,Storage,314
2014-10-11,Technology,Accessories,345
2014-10-12,Office Supplies,Art,15
2014-10-12,Office Supplies,Storage,21
2014-10-12,Office Supplies,Supplies,22
2014-10-13,Furniture,Chairs,246
2014-10-13,Furniture,Tables,1299
2014-10-13,Office Supplies,Appliances,214
2014-10-13,Office Supplies,Art,12
2014-10-13,Office Supplies,Binders,42
2014-10-13,Office Supplies,Envelopes,36
2014-10-13,Office Supplies,Storage,315
2014-10-13,Technology,Accessories,49
2014-10-14,Furniture,Chairs,1629
2014-10-14,Office Supplies,Appliances,3
2014-10-14,Office Supplies,Binders,26
2014-10-14,Office Supplies,Paper,341
2014-10-14,Office Supplies,Storage,349
2014-10-14,Technology,Accessories,177
2014-10-14,Technology,Copiers,2000
2014-10-15,Furniture,Chairs,183
2014-10-15,Furniture,Furnishings,15
2014-10-15,Office Supplies,Paper,8
2014-10-16,Office Supplies,Binders,14
2014-10-16,Technology,Accessories,180
2014-10-17,Furniture,Furnishings,5
2014-10-17,Office Supplies,Binders,11
2014-10-17,Technology,Accessories,120
2014-10-18,Furniture,Chairs,1151
2014-10-18,Office Supplies,Binders,1
2014-10-18,Office Supplies,Envelopes,53
2014-10-18,Office Supplies,Paper,72
2014-10-18,Office Supplies,Storage,463
2014-10-18,Technology,Phones,1395
2014-10-19,Office Supplies,Binders,23
2014-10-19,Office Supplies,Labels,19
2014-10-19,Office Supplies,Paper,160
2014-10-19,Technology,Phones,440
2014-10-20,Furniture,Tables,329
2014-10-20,Office Supplies,Binders,9
2014-10-20,Office Supplies,Labels,24
2014-10-20,Office Supplies,Paper,4
2014-10-20,Office Supplies,Storage,815
2014-10-20,Technology,Accessories,320
2014-10-21,Furniture,Tables,1001
2014-10-21,Office Supplies,Appliances,122
2014-10-21,Office Supplies,Art,3
2014-10-21,Office Supplies,Binders,36
2014-10-21,Office Supplies,Storage,195
2014-10-22,Furniture,Furnishings,224
2014-10-24,Office Supplies,Binders,34
2014-10-24,Office Supplies,Fasteners,12
2014-10-24,Office Supplies,Paper,10
2014-10-25,Office Supplies,Binders,63
2014-10-25,Technology,Accessories,41
2014-10-26,Furniture,Furnishings,64
2014-10-26,Technology,Phones,384
2014-10-27,Office Supplies,Paper,22
2014-10-28,Furniture,Bookcases,617
2014-10-28,Office Supplies,Binders,7
2014-10-28,Office Supplies,Storage,141
2014-10-28,Office Supplies,Supplies,487
2014-10-28,Technology,Phones,258
2014-10-29,Office Supplies,Paper,76
2014-10-29,Technology,Accessories,2
2014-10-29,Technology,Phones,2736
2014-10-31,Furniture,Chairs,1751
2014-10-31,Furniture,Furnishings,33
2014-10-31,Furniture,Tables,1808
2014-10-31,Office Supplies,Art,61
2014-10-31,Office Supplies,Binders,69
2014-10-31,Office Supplies,Fasteners,11
2014-10-31,Office Supplies,Paper,75
2014-10-31,Office Supplies,Storage,486
2014-10-31,Technology,Accessories,252
2014-10-31,Technology,Phones,816
2014-11-01,Furniture,Furnishings,101
2014-11-01,Office Supplies,Appliances,610
2014-11-01,Office Supplies,Art,59
2014-11-01,Office Supplies,Binders,25
2014-11-01,Office Supplies,Fasteners,8
2014-11-01,Office Supplies,Labels,92
2014-11-01,Office Supplies,Paper,205
2014-11-01,Office Supplies,Storage,514
2014-11-01,Technology,Phones,3119
2014-11-02,Furniture,Furnishings,89
2014-11-02,Office Supplies,Binders,19
2014-11-02,Office Supplies,Labels,35
2014-11-02,Office Supplies,Storage,363
2014-11-02,Technology,Accessories,842
2014-11-02,Technology,Phones,778
2014-11-03,Furniture,Furnishings,410
2014-11-03,Furniture,Tables,945
2014-11-03,Office Supplies,Art,7
2014-11-03,Office Supplies,Binders,77
2014-11-03,Office Supplies,Paper,147
2014-11-03,Office Supplies,Storage,26
2014-11-03,Office Supplies,Supplies,298
2014-11-03,Technology,Accessories,90
2014-11-03,Technology,Phones,784
2014-11-04,Furniture,Chairs,136
2014-11-04,Furniture,Furnishings,35
2014-11-04,Furniture,Tables,574
2014-11-04,Office Supplies,Appliances,58
2014-11-04,Office Supplies,Art,3
2014-11-04,Office Supplies,Binders,74
2014-11-04,Office Supplies,Fasteners,8
2014-11-04,Office Supplies,Paper,19
2014-11-04,Office Supplies,Storage,44
2014-11-04,Technology,Accessories,360
2014-11-04,Technology,Machines,4440
2014-11-04,Technology,Phones,942
2014-11-05,Furniture,Chairs,150
2014-11-05,Furniture,Furnishings,294
2014-11-05,Office Supplies,Binders,13
2014-11-05,Office Supplies,Storage,1080
2014-11-05,Technology,Accessories,158
2014-11-06,Office Supplies,Paper,44
2014-11-07,Furniture,Chairs,683
2014-11-07,Office Supplies,Appliances,246
2014-11-07,Office Supplies,Art,121
2014-11-07,Office Supplies,Binders,162
2014-11-07,Office Supplies,Envelopes,74
2014-11-07,Office Supplies,Fasteners,6
2014-11-07,Office Supplies,Paper,56
2014-11-07,Office Supplies,Storage,60
2014-11-07,Office Supplies,Supplies,41
2014-11-08,Technology,Phones,334
2014-11-09,Furniture,Bookcases,223
2014-11-09,Furniture,Furnishings,57
2014-11-09,Office Supplies,Paper,158
2014-11-09,Office Supplies,Storage,434
2014-11-09,Technology,Phones,704
2014-11-10,Furniture,Chairs,564
2014-11-10,Furniture,Furnishings,93
2014-11-10,Office Supplies,Art,4
2014-11-10,Office Supplies,Labels,40
2014-11-10,Office Supplies,Paper,91
2014-11-10,Office Supplies,Storage,598
2014-11-10,Technology,Accessories,11
2014-11-10,Technology,Phones,602
2014-11-11,Furniture,Bookcases,522
2014-11-11,Furniture,Chairs,1515
2014-11-11,Furniture,Furnishings,35
2014-11-11,Office Supplies,Appliances,31
2014-11-11,Office Supplies,Art,101
2014-11-11,Office Supplies,Binders,2932
2014-11-11,Office Supplies,Paper,678
2014-11-11,Office Supplies,Storage,666
2014-11-11,Office Supplies,Supplies,7
2014-11-11,Technology,Accessories,102
2014-11-11,Technology,Phones,1525
2014-11-12,Furniture,Bookcases,68
2014-11-12,Furniture,Furnishings,25
2014-11-12,Furniture,Tables,629
2014-11-12,Office Supplies,Art,11
2014-11-12,Office Supplies,Paper,48
2014-11-12,Office Supplies,Storage,50
2014-11-12,Office Supplies,Supplies,17
2014-11-12,Technology,Accessories,208
2014-11-14,Furniture,Chairs,69
2014-11-14,Office Supplies,Binders,69
2014-11-14,Office Supplies,Paper,64
2014-11-14,Technology,Phones,833
2014-11-15,Furniture,Furnishings,10
2014-11-15,Office Supplies,Appliances,333
2014-11-15,Office Supplies,Art,4
2014-11-15,Office Supplies,Envelopes,605
2014-11-15,Office Supplies,Paper,25
2014-11-15,Office Supplies,Supplies,31
2014-11-15,Technology,Accessories,772
2014-11-16,Furniture,Bookcases,306
2014-11-16,Furniture,Chairs,37
2014-11-16,Office Supplies,Binders,29
2014-11-16,Office Supplies,Envelopes,78
2014-11-16,Office Supplies,Labels,5
2014-11-16,Office Supplies,Paper,32
2014-11-16,Office Supplies,Storage,514
2014-11-16,Technology,Phones,354
2014-11-17,Furniture,Bookcases,4008
2014-11-17,Furniture,Chairs,1138
2014-11-17,Furniture,Furnishings,124
2014-11-17,Office Supplies,Appliances,241
2014-11-17,Office Supplies,Art,58
2014-11-17,Office Supplies,Binders,2153
2014-11-17,Office Supplies,Envelopes,7
2014-11-17,Office Supplies,Paper,780
2014-11-17,Office Supplies,Storage,2934
2014-11-17,Technology,Accessories,100
2014-11-18,Furniture,Bookcases,424
2014-11-18,Furniture,Chairs,393
2014-11-18,Furniture,Furnishings,207
2014-11-18,Furniture,Tables,1168
2014-11-18,Office Supplies,Binders,82
2014-11-18,Office Supplies,Paper,58
2014-11-18,Office Supplies,Storage,526
2014-11-18,Technology,Phones,550
2014-11-19,Furniture,Bookcases,1026
2014-11-19,Office Supplies,Binders,213
2014-11-19,Office Supplies,Labels,32
2014-11-19,Office Supplies,Paper,172
2014-11-19,Office Supplies,Storage,221
2014-11-19,Technology,Accessories,76
2014-11-19,Technology,Phones,5485
2014-11-20,Office Supplies,Binders,13
2014-11-20,Office Supplies,Envelopes,35
2014-11-20,Office Supplies,Paper,26
2014-11-20,Technology,Phones,834
2014-11-21,Office Supplies,Art,5
2014-11-21,Office Supplies,Envelopes,2
2014-11-21,Office Supplies,Paper,649
2014-11-21,Office Supplies,Storage,194
2014-11-21,Technology,Accessories,95
2014-11-21,Technology,Phones,305
2014-11-22,Office Supplies,Appliances,675
2014-11-22,Office Supplies,Binders,337
2014-11-22,Office Supplies,Envelopes,27
2014-11-22,Office Supplies,Paper,64
2014-11-23,Furniture,Chairs,1140
2014-11-23,Furniture,Furnishings,6
2014-11-23,Office Supplies,Appliances,34
2014-11-23,Office Supplies,Binders,15
2014-11-23,Office Supplies,Envelopes,108
2014-11-23,Office Supplies,Labels,24
2014-11-23,Technology,Accessories,36
2014-11-24,Furniture,Chairs,732
2014-11-24,Furniture,Furnishings,298
2014-11-24,Office Supplies,Art,155
2014-11-24,Office Supplies,Binders,18
2014-11-24,Office Supplies,Labels,197
2014-11-24,Office Supplies,Paper,186
2014-11-24,Office Supplies,Storage,1330
2014-11-24,Technology,Accessories,112
2014-11-24,Technology,Phones,2552
2014-11-25,Furniture,Bookcases,276
2014-11-25,Furniture,Chairs,725
2014-11-25,Furniture,Furnishings,83
2014-11-25,Furniture,Tables,1219
2014-11-25,Office Supplies,Appliances,321
2014-11-25,Office Supplies,Art,58
2014-11-25,Office Supplies,Labels,9
2014-11-25,Office Supplies,Paper,43
2014-11-25,Office Supplies,Storage,1118
2014-11-25,Technology,Accessories,25
2014-11-25,Technology,Phones,540
2014-11-26,Furniture,Furnishings,19
2014-11-26,Office Supplies,Appliances,41
2014-11-26,Office Supplies,Binders,41
2014-11-26,Office Supplies,Labels,105
2014-11-26,Office Supplies,Paper,113
2014-11-26,Office Supplies,Storage,669
2014-11-26,Technology,Phones,718
2014-11-27,Furniture,Furnishings,200
2014-11-27,Office Supplies,Fasteners,4
2014-11-28,Furniture,Bookcases,411
2014-11-28,Furniture,Furnishings,398
2014-11-28,Office Supplies,Appliances,44
2014-11-28,Office Supplies,Art,28
2014-11-28,Office Supplies,Binders,63
2014-11-28,Office Supplies,Envelopes,64
2014-11-28,Office Supplies,Labels,41
2014-11-28,Office Supplies,Paper,86
2014-11-28,Office Supplies,Supplies,7
2014-11-28,Technology,Accessories,140
2014-11-28,Technology,Machines,999
2014-11-29,Office Supplies,Fasteners,43
2014-11-29,Office Supplies,Labels,30
2014-11-29,Technology,Phones,576
2014-11-30,Office Supplies,Binders,7
2014-11-30,Office Supplies,Envelopes,62
2014-11-30,Office Supplies,Supplies,48
2014-11-30,Technology,Accessories,102
2014-12-01,Furniture,Chairs,4392
2014-12-01,Furniture,Furnishings,122
2014-12-01,Office Supplies,Art,47
2014-12-01,Office Supplies,Paper,36
2014-12-01,Technology,Copiers,660
2014-12-01,Technology,Phones,368
2014-12-02,Furniture,Bookcases,884
2014-12-02,Furniture,Chairs,240
2014-12-02,Furniture,Furnishings,159
2014-12-02,Office Supplies,Appliances,2
2014-12-02,Office Supplies,Art,16
2014-12-02,Office Supplies,Binders,47
2014-12-02,Office Supplies,Labels,16
2014-12-02,Office Supplies,Paper,162
2014-12-02,Technology,Accessories,246
2014-12-03,Office Supplies,Paper,26
2014-12-03,Technology,Phones,480
2014-12-04,Technology,Phones,130
2014-12-05,Office Supplies,Appliances,250
2014-12-05,Office Supplies,Art,1139
2014-12-05,Office Supplies,Binders,30
2014-12-05,Office Supplies,Envelopes,348
2014-12-05,Office Supplies,Fasteners,15
2014-12-05,Office Supplies,Paper,164
2014-12-05,Office Supplies,Storage,223
2014-12-05,Technology,Accessories,409
2014-12-05,Technology,Phones,385
2014-12-06,Furniture,Furnishings,35
2014-12-06,Furniture,Tables,490
2014-12-06,Office Supplies,Appliances,14
